id,customer_id,item_id,seller_id,good_id,seller_raiting,payment_type,bonus,date
2615,283,27,19,160,5,cash payment,25,2024-01-20
2616,165,38,190,196,5,cashless payment,35,2024-01-09
2617,698,68,74,147,5,cash payment,37,2024-01-12
2618,394,44,44,99,1,cash payment,19,2024-01-04
2619,198,5,164,91,5,in installments,17,2024-01-07
2620,93,8,11,5,5,cash payment,45,2024-01-28
2621,181,48,147,41,3,in installments,23,2024-01-23
2622,57,44,24,133,1,cashless payment,16,2024-01-22
2623,246,82,18,48,5,cashless payment,50,2024-01-18
2624,783,51,197,68,4,cashless payment,48,2024-01-10
2625,757,38,125,127,5,cashless payment,44,2024-01-15
2626,472,30,87,62,3,cash payment,39,2024-01-08
2627,76,13,106,36,5,cashless payment,40,2024-01-25
2628,55,2,104,13,1,in installments,38,2024-01-13
2629,668,44,41,120,2,cash payment,6,2024-01-01
2630,23,1,74,108,1,cashless payment,20,2024-01-26
2631,74,37,106,175,3,in installments,8,2024-01-21
2632,341,52,184,177,3,cashless payment,42,2024-01-26
2633,385,57,161,27,1,cash payment,12,2024-01-06
2634,298,25,120,95,4,cash payment,27,2024-01-24
2635,684,28,40,50,4,in installments,12,2024-01-23
2636,800,22,28,98,1,cashless payment,34,2024-01-25
2637,62,56,49,27,1,in installments,50,2024-01-28
2638,604,100,15,96,2,cash payment,42,2024-01-18
2639,718,41,191,65,2,cashless payment,11,2024-01-07
2640,228,72,184,138,5,cash payment,7,2024-01-29
2641,336,77,59,39,1,in installments,21,2024-01-18
2642,557,52,184,137,3,cash payment,21,2024-01-18
2643,367,16,18,94,4,in installments,13,2024-01-21
2644,186,35,106,183,5,in installments,43,2024-01-26
2645,807,16,95,109,2,in installments,15,2024-01-16
2646,56,75,59,29,2,cashless payment,41,2024-01-21
2647,316,99,140,114,2,cash payment,10,2024-01-26
2648,116,95,120,56,2,cashless payment,28,2024-01-21
2649,384,52,159,189,3,cashless payment,34,2024-01-12
2650,646,98,117,174,5,cashless payment,7,2024-01-06
2651,46,3,76,149,5,cashless payment,40,2024-01-16
2652,842,24,81,108,5,cash payment,25,2024-01-12
2653,335,52,171,160,4,cash payment,14,2024-01-08
2654,883,77,107,74,1,cash payment,3,2024-01-11
2655,898,26,114,22,5,cashless payment,25,2024-01-30
2656,428,88,105,121,5,in installments,45,2024-01-10
2657,558,31,68,32,4,in installments,15,2024-01-25
2658,918,85,173,104,5,cashless payment,26,2024-01-27
2659,675,95,22,153,3,cash payment,44,2024-01-09
2660,523,37,26,148,1,cash payment,8,2024-01-17
2661,708,59,111,16,2,in installments,48,2024-01-28
2662,327,87,41,19,3,cash payment,17,2024-01-06
2663,556,41,23,45,2,in installments,48,2024-01-05
2664,537,23,171,84,2,cashless payment,40,2024-01-10
2665,680,8,138,14,1,cash payment,40,2024-01-15
2666,399,2,18,122,4,cash payment,12,2024-01-03
2667,277,31,97,28,3,in installments,38,2024-01-28
2668,992,51,9,105,1,cashless payment,11,2024-01-21
2669,670,84,53,33,5,in installments,15,2024-01-28
2670,845,64,129,114,2,in installments,4,2024-01-04
2671,214,2,56,138,5,cashless payment,50,2024-01-15
2672,431,55,15,8,4,in installments,26,2024-01-01
2673,670,22,151,111,1,cashless payment,20,2024-01-27
2674,171,8,184,92,3,cash payment,17,2024-01-26
2675,743,88,103,159,1,in installments,7,2024-01-12
2676,49,31,35,78,1,in installments,4,2024-01-14
2677,502,37,120,160,1,cashless payment,46,2024-01-02
2678,1,1,150,35,5,in installments,40,2024-01-15
2679,79,4,99,22,3,cash payment,19,2024-01-09
2680,453,20,44,16,3,cashless payment,1,2024-01-18
2681,263,86,170,44,4,cash payment,27,2024-01-23
2682,361,94,111,153,5,cashless payment,28,2024-01-07
2683,320,1,10,144,1,cash payment,33,2024-01-15
2684,254,68,9,58,3,in installments,37,2024-01-30
2685,638,7,30,22,3,cashless payment,37,2024-01-15
2686,580,84,43,73,1,in installments,2,2024-01-12
2687,968,19,40,31,4,cash payment,48,2024-01-23
2688,200,8,100,73,2,cashless payment,3,2024-01-11
2689,284,29,122,12,2,cash payment,17,2024-01-24
2690,711,32,97,30,4,cashless payment,18,2024-01-16
2691,285,92,96,193,1,in installments,10,2024-01-28
2692,703,19,37,44,3,in installments,0,2024-01-17
2693,316,17,163,110,3,in installments,6,2024-01-17
2694,199,86,178,64,4,cashless payment,12,2024-01-05
2695,723,57,72,92,2,cash payment,35,2024-01-01
2696,665,80,44,42,5,cashless payment,41,2024-01-08
2697,269,37,42,169,5,in installments,41,2024-01-26
2698,669,99,44,39,3,cash payment,1,2024-01-19
2699,134,82,101,157,2,cash payment,40,2024-01-28
2700,365,40,165,104,2,cashless payment,1,2024-01-10
2701,437,95,139,142,2,cashless payment,48,2024-01-19
2702,845,68,10,30,4,cashless payment,39,2024-01-23
2703,674,30,105,80,1,cashless payment,22,2024-01-09
2704,824,61,39,177,5,in installments,43,2024-01-13
2705,446,70,102,22,2,cashless payment,28,2024-01-07
2706,550,6,106,194,5,cashless payment,4,2024-01-24
2707,272,80,40,76,5,cash payment,16,2024-01-30
2708,211,95,46,76,4,in installments,18,2024-01-07
2709,546,35,107,188,2,cashless payment,1,2024-01-18
2710,421,75,19,31,2,in installments,15,2024-01-02
2711,830,77,181,153,4,in installments,18,2024-01-12
2712,866,2,179,110,2,cashless payment,41,2024-01-30
2713,762,22,105,11,1,cashless payment,38,2024-01-21
2714,582,83,12,182,4,in installments,23,2024-01-24
2715,540,64,173,142,2,in installments,48,2024-01-10
2716,872,81,109,152,4,cashless payment,10,2024-01-19
2717,613,48,40,92,5,cashless payment,31,2024-01-19
2718,661,64,172,156,2,in installments,6,2024-01-22
2719,646,34,89,155,4,cash payment,17,2024-01-15
2720,70,29,52,17,1,cash payment,28,2024-01-13
2721,475,94,65,76,5,cashless payment,35,2024-01-28
2722,877,98,30,156,1,cash payment,40,2024-01-10
2723,144,84,7,6,2,cashless payment,23,2024-01-27
2724,312,7,69,158,3,cash payment,11,2024-01-27
2725,609,61,126,192,2,in installments,21,2024-01-25
2726,387,91,3,24,2,cash payment,8,2024-01-29
2727,880,8,52,130,4,in installments,28,2024-01-02
2728,213,71,3,66,1,cash payment,16,2024-01-23
2729,943,15,127,170,2,cashless payment,18,2024-01-03
2730,173,67,102,70,2,cash payment,34,2024-01-18
2731,764,97,46,191,4,cashless payment,20,2024-01-05
2732,331,84,149,161,3,cash payment,18,2024-01-19
2733,572,28,133,127,2,cashless payment,14,2024-01-17
2734,59,73,163,53,4,cash payment,20,2024-01-06
2735,882,83,39,60,4,cash payment,7,2024-01-05
2736,822,16,135,37,5,cash payment,10,2024-01-03
2737,99,94,107,101,3,in installments,11,2024-01-19
2738,390,54,35,13,5,cashless payment,21,2024-01-21
2739,169,78,175,121,4,cash payment,49,2024-01-02
2740,79,9,106,188,5,cashless payment,32,2024-01-23
2741,467,11,161,17,2,cashless payment,11,2024-01-22
2742,709,4,160,102,5,cash payment,2,2024-01-03
2743,995,77,171,149,3,in installments,2,2024-01-10
2744,676,94,70,13,4,cash payment,28,2024-01-08
2745,769,77,47,188,4,cash payment,16,2024-01-25
2746,332,2,109,128,5,cash payment,31,2024-01-18
2747,671,56,97,149,1,cash payment,7,2024-01-30
2748,819,60,29,182,4,in installments,47,2024-01-09
2749,632,69,71,196,1,in installments,14,2024-01-04
2750,511,63,149,198,2,cashless payment,46,2024-01-17
2751,870,11,88,136,2,cash payment,7,2024-01-09
2752,437,69,125,138,3,cash payment,2,2024-01-08
2753,428,68,110,168,3,cash payment,5,2024-01-26
2754,626,4,128,13,5,in installments,50,2024-01-20
2755,193,37,138,185,5,cashless payment,47,2024-01-03
2756,173,91,114,138,3,cashless payment,24,2024-01-25
2757,121,33,69,150,5,cash payment,6,2024-01-03
2758,547,38,38,136,2,cashless payment,37,2024-01-16
2759,59,14,140,138,5,cashless payment,12,2024-01-18
2760,76,53,124,42,4,cashless payment,0,2024-01-19
2761,223,83,108,36,3,cashless payment,47,2024-01-26
2762,898,19,63,42,5,cash payment,7,2024-01-03
2763,895,80,71,46,5,in installments,23,2024-01-24
2764,843,75,153,76,5,cash payment,8,2024-01-25
2765,354,54,81,22,1,in installments,35,2024-01-03
2766,171,46,193,101,1,cash payment,46,2024-01-16
2767,180,85,54,35,1,cash payment,3,2024-01-14
2768,883,96,89,134,5,cashless payment,22,2024-01-22
2769,270,56,112,182,4,cashless payment,9,2024-01-07
2770,86,22,39,158,5,cash payment,40,2024-01-26
2771,756,94,39,180,5,in installments,39,2024-01-25
2772,689,26,53,77,3,cashless payment,21,2024-01-04
2773,482,79,200,12,2,cash payment,27,2024-01-13
2774,159,26,157,27,5,cash payment,50,2024-01-29
2775,280,73,55,11,1,in installments,29,2024-01-30
2776,417,39,128,113,2,cashless payment,33,2024-01-13
2777,427,87,186,120,5,cashless payment,41,2024-01-23
2778,734,28,171,167,4,cashless payment,2,2024-01-25
2779,916,73,128,150,4,cash payment,5,2024-01-18
2780,645,58,180,91,3,cash payment,26,2024-01-09
2781,897,60,184,5,3,cash payment,49,2024-01-22
2782,563,67,78,11,5,in installments,44,2024-01-12
2783,588,48,62,83,4,cash payment,32,2024-01-21
2784,690,50,195,22,4,in installments,1,2024-01-04
2785,654,47,4,54,4,cashless payment,15,2024-01-01
2786,364,28,43,107,3,in installments,9,2024-01-06
2787,496,91,173,71,1,cashless payment,30,2024-01-29
2788,96,47,47,28,1,cash payment,17,2024-01-26
2789,680,12,146,48,3,in installments,48,2024-01-06
2790,107,88,192,157,3,cashless payment,22,2024-01-13
2791,272,100,91,129,1,cash payment,29,2024-01-07
2792,411,93,116,144,5,in installments,5,2024-01-10
2793,426,8,28,51,2,in installments,16,2024-01-22
2794,668,96,193,175,5,cashless payment,21,2024-01-08
2795,272,71,58,123,4,in installments,5,2024-01-21
2796,768,82,162,39,2,cash payment,25,2024-01-27
2797,436,22,113,18,5,cash payment,40,2024-01-18
2798,526,24,29,152,2,cash payment,19,2024-01-05
2799,51,35,164,96,1,cash payment,14,2024-01-12
2800,669,46,149,1,1,cash payment,6,2024-01-11
2801,747,76,168,75,5,in installments,47,2024-01-11
2802,143,43,29,175,3,cashless payment,21,2024-01-27
2803,61,95,7,78,5,cashless payment,46,2024-01-09
2804,369,38,55,54,2,cash payment,50,2024-01-11
2805,38,64,44,161,3,cashless payment,29,2024-01-06
2806,290,26,130,196,3,in installments,11,2024-01-27
2807,624,75,81,125,1,cash payment,14,2024-01-08
2808,339,56,177,195,2,cashless payment,15,2024-01-26
2809,51,12,174,146,4,cash payment,43,2024-01-02
2810,319,84,157,124,4,in installments,13,2024-01-05
2811,280,27,151,78,3,in installments,10,2024-01-26
2812,917,91,79,102,3,in installments,15,2024-01-11
2813,329,89,51,6,4,in installments,24,2024-01-08
2814,184,2,33,123,5,cashless payment,9,2024-01-04
2815,692,87,146,165,2,cash payment,6,2024-01-26
2816,427,40,1,190,1,cashless payment,26,2024-01-10
2817,207,37,1,185,4,cash payment,30,2024-01-07
2818,890,41,57,68,5,cash payment,3,2024-01-07
2819,483,52,6,19,3,cashless payment,34,2024-01-16
2820,746,71,176,148,1,cash payment,39,2024-01-16
2821,187,14,33,127,2,cashless payment,30,2024-01-25
2822,612,36,157,91,5,in installments,25,2024-01-17
2823,165,10,136,137,3,in installments,21,2024-01-20
2824,797,97,128,130,5,cashless payment,32,2024-01-24
2825,251,87,34,161,5,cash payment,37,2024-01-30
2826,87,99,70,3,4,cashless payment,2,2024-01-26
2827,743,41,177,126,1,cashless payment,2,2024-01-14
2828,967,99,194,104,3,cash payment,4,2024-01-12
2829,290,82,31,126,3,cash payment,47,2024-01-16
2830,512,90,54,148,4,cash payment,17,2024-01-14
2831,219,68,161,179,1,in installments,0,2024-01-06
2832,521,48,195,90,4,in installments,9,2024-01-12
2833,106,52,27,100,1,cashless payment,21,2024-01-19
2834,434,84,6,149,4,in installments,40,2024-01-20
2835,830,9,193,110,3,in installments,28,2024-01-29
2836,755,84,176,114,5,in installments,3,2024-01-26
2837,604,44,43,76,1,cash payment,24,2024-01-10
2838,513,59,22,86,2,cashless payment,27,2024-01-12
2839,446,81,41,128,3,cashless payment,49,2024-01-11
2840,846,47,164,113,4,in installments,36,2024-01-01
2841,493,24,60,9,2,in installments,21,2024-01-22
2842,959,27,97,80,4,in installments,11,2024-01-10
2843,566,74,198,31,4,cash payment,16,2024-01-01
2844,802,24,11,95,1,in installments,48,2024-01-23
2845,219,27,192,22,2,cashless payment,17,2024-01-11
2846,987,47,63,36,2,cashless payment,20,2024-01-09
2847,629,74,142,146,2,cashless payment,43,2024-01-15
2848,421,71,166,85,1,cashless payment,9,2024-01-03
2849,865,79,144,75,2,in installments,24,2024-01-21
2850,985,19,114,156,3,cash payment,14,2024-01-15
2851,912,93,118,159,4,in installments,32,2024-01-06
2852,330,65,11,95,3,cashless payment,27,2024-01-22
2853,885,32,34,176,3,cashless payment,15,2024-01-22
2854,719,10,129,22,3,cash payment,49,2024-01-28
2855,97,58,67,93,3,cash payment,23,2024-01-01
2856,9,26,173,160,5,cash payment,30,2024-01-01
2857,616,45,7,125,2,in installments,29,2024-01-27
2858,149,54,139,34,5,cash payment,26,2024-01-18
2859,780,53,182,195,1,cashless payment,29,2024-01-27
2860,226,95,123,77,5,in installments,30,2024-01-20
2861,11,88,32,29,1,cash payment,15,2024-01-26
2862,816,8,77,51,4,in installments,29,2024-01-25
2863,599,72,29,146,2,in installments,36,2024-01-30
2864,684,94,30,4,1,cash payment,47,2024-01-08
2865,382,61,19,112,1,cashless payment,42,2024-01-10
2866,269,23,149,127,3,in installments,1,2024-01-04
2867,626,62,193,138,2,in installments,21,2024-01-06
2868,387,77,150,200,3,cash payment,32,2024-01-29
2869,359,70,127,142,1,cashless payment,11,2024-01-19
2870,478,88,39,106,1,cash payment,49,2024-01-27
2871,531,62,112,182,1,cashless payment,50,2024-01-28
2872,884,84,103,158,1,in installments,37,2024-01-01
2873,477,56,79,183,5,in installments,31,2024-01-09
2874,758,74,186,26,4,cash payment,43,2024-01-17
2875,660,67,121,119,2,in installments,47,2024-01-18
2876,174,25,142,56,2,cashless payment,45,2024-01-26
2877,159,70,51,102,1,in installments,36,2024-01-08
2878,767,23,10,109,5,cashless payment,11,2024-01-13
2879,175,83,94,160,5,in installments,46,2024-01-25
2880,371,81,124,4,3,in installments,10,2024-01-01
2881,732,21,80,188,2,in installments,41,2024-01-30
2882,182,59,38,5,3,in installments,6,2024-01-11
2883,83,82,195,14,1,in installments,43,2024-01-24
2884,284,90,195,54,5,cashless payment,0,2024-01-27
2885,315,6,199,108,2,cash payment,38,2024-01-24
2886,259,93,132,163,4,cashless payment,5,2024-01-29
2887,682,12,174,186,3,in installments,29,2024-01-01
2888,978,39,22,175,5,in installments,16,2024-01-16
2889,586,26,49,191,2,cashless payment,24,2024-01-29
2890,589,27,186,75,1,cash payment,13,2024-01-24
2891,360,3,33,48,1,cashless payment,11,2024-01-24
2892,565,61,84,159,1,cashless payment,6,2024-01-11
2893,74,3,4,156,3,in installments,23,2024-01-15
2894,93,85,187,11,3,cash payment,12,2024-01-21
2895,100,96,36,61,3,cash payment,27,2024-01-19
2896,750,61,130,13,3,in installments,8,2024-01-18
2897,969,26,132,106,1,cash payment,18,2024-01-30
2898,472,70,110,155,5,in installments,16,2024-01-12
2899,336,27,71,142,1,in installments,25,2024-01-12
2900,610,14,80,16,5,in installments,32,2024-01-07
2901,959,15,167,58,5,in installments,8,2024-01-14
2902,145,4,16,83,5,cashless payment,39,2024-01-23
2903,13,29,89,85,3,cash payment,4,2024-01-29
2904,134,80,64,36,3,in installments,45,2024-01-28
2905,163,5,131,22,3,cash payment,36,2024-01-02
2906,50,80,48,134,1,in installments,10,2024-01-09
2907,619,87,52,185,4,cash payment,30,2024-01-04
2908,593,12,97,165,2,cashless payment,9,2024-01-24
2909,623,70,76,2,1,in installments,31,2024-01-21
2910,392,65,130,25,1,cashless payment,12,2024-01-08
2911,880,6,162,182,5,in installments,5,2024-01-13
2912,399,41,1,96,5,in installments,14,2024-01-26
2913,807,4,102,146,5,in installments,5,2024-01-20
2914,211,7,41,64,3,cashless payment,7,2024-01-23
2915,982,67,128,123,4,cashless payment,26,2024-01-01
2916,225,57,43,141,4,cash payment,46,2024-01-04
2917,96,13,112,104,5,cashless payment,41,2024-01-19
2918,892,94,176,162,3,cash payment,3,2024-01-17
2919,798,76,145,86,4,in installments,9,2024-01-17
2920,485,60,149,38,2,in installments,22,2024-01-14
2921,676,21,110,65,4,cash payment,46,2024-01-24
2922,712,23,107,88,5,in installments,48,2024-01-20
2923,714,17,177,101,5,in installments,25,2024-01-30
2924,858,1,57,41,1,cash payment,9,2024-01-01
2925,319,68,94,90,4,cashless payment,13,2024-01-09
2926,502,17,111,86,5,cash payment,35,2024-01-27
2927,49,66,198,175,5,cash payment,41,2024-01-29
2928,53,66,147,8,5,cashless payment,47,2024-01-11
2929,567,30,118,142,2,cashless payment,10,2024-01-19
2930,115,41,18,139,2,cashless payment,12,2024-01-30
2931,330,22,44,90,3,cash payment,1,2024-01-05
2932,204,66,117,98,5,cashless payment,49,2024-01-23
2933,549,69,46,166,4,cash payment,36,2024-01-23
2934,518,92,124,94,5,in installments,39,2024-01-11
2935,10,87,197,111,3,cash payment,45,2024-01-10
2936,776,37,99,127,1,cashless payment,44,2024-01-29
2937,926,3,191,60,3,cashless payment,33,2024-01-04
2938,522,85,56,61,1,in installments,11,2024-01-21
2939,882,83,132,196,2,cash payment,35,2024-01-09
2940,994,67,8,110,3,cashless payment,46,2024-01-13
2941,680,18,19,24,5,cashless payment,18,2024-01-02
2942,307,22,9,132,3,cash payment,40,2024-01-20
2943,685,43,12,122,2,in installments,46,2024-01-14
2944,59,83,117,85,3,cash payment,49,2024-01-01
2945,989,4,162,41,4,cash payment,37,2024-01-28
2946,889,15,80,173,2,cashless payment,22,2024-01-17
2947,883,35,115,56,2,cashless payment,8,2024-01-29
2948,302,76,86,154,3,in installments,25,2024-01-23
2949,25,18,106,164,1,cash payment,2,2024-01-14
2950,280,61,69,163,5,cash payment,30,2024-01-08
2951,551,80,130,145,1,cash payment,43,2024-01-12
2952,956,11,36,79,3,cash payment,35,2024-01-21
2953,787,44,32,109,1,in installments,33,2024-01-20
2954,63,29,26,124,3,cash payment,6,2024-01-20
2955,828,61,131,196,5,in installments,49,2024-01-19
2956,941,72,117,106,5,cashless payment,22,2024-01-25
2957,871,61,4,155,4,in installments,22,2024-01-26
2958,294,22,98,121,4,cash payment,3,2024-01-23
2959,534,34,22,29,5,cashless payment,14,2024-01-20
2960,90,23,37,107,3,cash payment,40,2024-01-27
2961,359,36,145,172,5,cashless payment,21,2024-01-24
2962,254,21,166,11,3,cash payment,39,2024-01-03
2963,452,6,72,198,5,cashless payment,8,2024-01-01
2964,76,63,87,134,1,cash payment,5,2024-01-30
2965,134,63,187,23,1,in installments,6,2024-01-10
2966,769,32,149,114,2,cash payment,23,2024-01-16
2967,427,13,120,178,1,cash payment,48,2024-01-23
2968,363,65,77,191,2,cashless payment,27,2024-01-18
2969,565,48,50,112,3,in installments,8,2024-01-21
2970,411,80,95,162,5,in installments,17,2024-01-24
2971,746,68,94,69,5,in installments,37,2024-01-25
2972,749,64,137,25,3,cashless payment,17,2024-01-03
2973,71,12,52,125,5,cash payment,17,2024-01-03
2974,596,30,59,55,5,in installments,35,2024-01-20
2975,87,46,147,67,5,cash payment,36,2024-01-30
2976,814,66,115,18,1,cash payment,28,2024-01-09
2977,268,51,135,101,5,cashless payment,14,2024-01-05
2978,434,78,45,62,2,cash payment,49,2024-01-28
2979,63,23,21,194,5,in installments,38,2024-01-14
2980,634,65,48,84,1,in installments,0,2024-01-15
2981,538,88,145,196,4,cash payment,22,2024-01-09
2982,849,2,98,83,2,cash payment,44,2024-01-13
2983,119,81,45,110,4,cash payment,30,2024-01-18
2984,529,38,156,170,1,in installments,29,2024-01-11
2985,917,43,128,63,4,cash payment,19,2024-01-10
2986,489,3,195,170,5,in installments,21,2024-01-10
2987,659,10,176,20,3,cashless payment,30,2024-01-30
2988,830,34,39,25,1,in installments,50,2024-01-15
2989,792,87,87,186,1,cash payment,25,2024-01-28
2990,829,51,111,109,4,cash payment,22,2024-01-11
2991,977,6,72,132,1,cash payment,37,2024-01-28
2992,417,65,49,157,1,cashless payment,37,2024-01-12
2993,6,28,70,113,5,in installments,46,2024-01-18
2994,346,38,102,21,1,in installments,23,2024-01-20
2995,855,39,53,18,2,in installments,14,2024-01-19
2996,579,62,158,40,3,cash payment,45,2024-01-08
2997,667,68,76,92,2,cash payment,31,2024-01-15
2998,50,83,149,89,5,cashless payment,36,2024-01-16
2999,915,61,95,155,3,cashless payment,17,2024-01-14
3000,313,17,179,20,1,cash payment,43,2024-01-07
3001,437,99,121,148,5,cashless payment,22,2024-01-21
3002,263,55,98,86,4,cash payment,11,2024-01-15
3003,16,48,191,88,1,cash payment,22,2024-01-21
3004,320,12,57,36,1,cash payment,27,2024-01-05
3005,531,56,6,195,5,cashless payment,4,2024-01-28
3006,383,98,84,18,4,cash payment,27,2024-01-29
3007,640,8,39,156,3,cash payment,20,2024-01-21
3008,512,60,11,93,3,in installments,8,2024-01-18
3009,390,40,16,38,4,in installments,9,2024-01-25
3010,68,44,7,73,4,cashless payment,43,2024-01-12
3011,747,4,123,18,2,cashless payment,50,2024-01-24
3012,556,26,54,39,5,cash payment,3,2024-01-25
3013,284,99,151,142,3,in installments,33,2024-01-13
3014,230,80,167,123,3,in installments,46,2024-01-01
3015,906,59,116,144,1,cash payment,46,2024-01-13
3016,902,22,72,197,1,in installments,12,2024-01-15
3017,729,77,130,166,4,cash payment,21,2024-01-11
3018,933,62,183,46,1,in installments,30,2024-01-05
3019,769,7,110,48,3,cash payment,25,2024-01-23
3020,370,27,64,72,4,cash payment,40,2024-01-04
3021,875,67,37,20,5,cash payment,5,2024-01-12
3022,628,7,167,91,5,in installments,22,2024-01-22
3023,655,77,166,88,1,cash payment,19,2024-01-07
3024,887,66,43,79,4,cash payment,41,2024-01-10
3025,214,22,115,137,2,cashless payment,49,2024-01-27
3026,413,72,169,5,1,in installments,37,2024-01-29
3027,648,51,189,200,4,cashless payment,35,2024-01-01
3028,954,90,185,125,5,in installments,9,2024-01-06
3029,142,29,194,17,4,cash payment,17,2024-01-16
3030,116,9,64,61,1,cashless payment,21,2024-01-07
3031,445,51,132,93,2,in installments,20,2024-01-01
3032,933,5,139,189,3,in installments,46,2024-01-14
3033,194,82,2,160,2,in installments,42,2024-01-15
3034,952,10,136,108,4,in installments,14,2024-01-04
3035,76,71,18,113,5,cashless payment,2,2024-01-04
3036,169,9,69,194,1,in installments,18,2024-01-18
3037,965,11,120,136,4,in installments,1,2024-01-19
3038,886,22,164,11,3,cashless payment,26,2024-01-05
3039,622,49,99,70,3,in installments,22,2024-01-19
3040,348,24,55,182,3,cash payment,22,2024-01-21
3041,529,48,27,184,4,in installments,5,2024-01-10
3042,26,9,152,136,5,cashless payment,5,2024-01-14
3043,962,74,191,149,4,in installments,28,2024-01-09
3044,492,64,174,72,1,in installments,23,2024-01-14
3045,911,21,123,30,5,cashless payment,34,2024-01-22
3046,465,71,119,57,5,cash payment,38,2024-01-20
3047,50,8,95,14,4,in installments,8,2024-01-05
3048,129,77,65,39,3,cash payment,38,2024-01-28
3049,270,81,61,56,1,cash payment,8,2024-01-18
3050,567,18,161,181,5,cashless payment,43,2024-01-20
3051,383,58,96,50,3,cashless payment,16,2024-01-28
3052,374,77,143,188,5,in installments,40,2024-01-15
3053,957,86,74,124,3,cashless payment,35,2024-01-24
3054,452,46,129,63,4,cash payment,32,2024-01-14
3055,363,44,100,142,2,cashless payment,12,2024-01-17
3056,946,4,173,141,4,cashless payment,50,2024-01-14
3057,259,24,136,106,1,cashless payment,18,2024-01-09
3058,319,62,7,187,1,cash payment,5,2024-01-27
3059,747,46,125,91,1,in installments,37,2024-01-06
3060,767,27,63,122,5,in installments,7,2024-01-27
3061,495,61,68,5,2,cash payment,6,2024-01-18
3062,203,48,143,84,1,in installments,29,2024-01-10
3063,923,14,92,153,5,cash payment,9,2024-01-19
3064,598,57,2,9,1,in installments,32,2024-01-30
3065,388,76,24,121,4,in installments,13,2024-01-03
3066,465,11,200,137,4,cashless payment,11,2024-01-25
3067,495,62,107,198,3,cashless payment,38,2024-01-25
3068,58,74,55,117,1,cashless payment,11,2024-01-20
3069,879,47,71,150,5,cash payment,4,2024-01-05
3070,425,32,68,139,2,in installments,2,2024-01-19
3071,440,43,97,171,2,in installments,18,2024-01-25
3072,131,29,146,52,3,in installments,6,2024-01-13
3073,271,79,9,123,3,cashless payment,27,2024-01-14
3074,963,87,188,198,5,cashless payment,3,2024-01-13
3075,947,9,48,110,3,in installments,49,2024-01-04
3076,732,89,30,164,5,cashless payment,18,2024-01-23
3077,117,41,131,91,3,cashless payment,37,2024-01-10
3078,847,40,141,78,2,cash payment,27,2024-01-13
3079,653,46,198,141,4,in installments,28,2024-01-19
3080,750,67,182,7,1,cashless payment,34,2024-01-07
3081,281,97,47,91,2,in installments,38,2024-01-17
3082,773,69,18,138,2,cash payment,35,2024-01-12
3083,620,78,13,14,3,in installments,16,2024-01-25
3084,322,63,172,41,2,cash payment,22,2024-01-30
3085,857,71,163,12,1,cashless payment,38,2024-01-20
3086,506,20,97,187,2,cashless payment,26,2024-01-02
3087,213,91,200,92,4,cashless payment,24,2024-01-08
3088,994,92,200,122,3,cashless payment,21,2024-01-24
3089,358,16,3,134,5,cash payment,8,2024-01-11
3090,62,72,155,138,2,cash payment,11,2024-01-20
3091,521,44,160,31,2,cash payment,13,2024-01-18
3092,216,88,32,94,3,cashless payment,24,2024-01-10
3093,429,18,84,195,3,in installments,39,2024-01-09
3094,530,32,156,170,5,in installments,30,2024-01-23
3095,455,52,43,168,4,in installments,5,2024-01-21
3096,645,35,12,143,2,in installments,39,2024-01-10
3097,811,38,60,133,5,cashless payment,28,2024-01-03
3098,572,10,34,163,2,cashless payment,13,2024-01-12
3099,385,97,130,163,5,cash payment,23,2024-01-29
3100,158,36,50,200,4,cash payment,34,2024-01-05
3101,987,57,126,15,3,cashless payment,50,2024-01-28
3102,770,48,186,88,2,in installments,0,2024-01-21
3103,849,56,83,108,2,cash payment,45,2024-01-12
3104,831,58,172,39,4,cash payment,18,2024-01-12
3105,263,46,7,180,4,cash payment,26,2024-01-24
3106,588,93,101,128,2,cash payment,25,2024-01-06
3107,271,11,160,136,4,cashless payment,5,2024-01-05
3108,381,55,128,88,5,in installments,21,2024-01-21
3109,470,32,183,116,4,in installments,22,2024-01-24
3110,292,71,164,59,4,in installments,45,2024-01-04
3111,331,44,11,41,2,cashless payment,1,2024-01-08
3112,424,63,67,131,1,cash payment,48,2024-01-03
3113,293,21,143,122,2,cashless payment,1,2024-01-26
3114,508,13,64,32,5,cashless payment,10,2024-01-04
3115,204,40,40,35,3,cash payment,24,2024-01-30
3116,368,31,71,129,3,cashless payment,25,2024-01-10
3117,44,70,10,30,2,in installments,26,2024-01-24
3118,730,28,159,47,5,cashless payment,22,2024-01-08
3119,810,38,182,11,4,cashless payment,41,2024-01-27
3120,930,51,129,17,1,cashless payment,4,2024-01-15
3121,512,96,63,79,2,in installments,1,2024-01-17
3122,541,55,92,40,1,in installments,2,2024-01-24
3123,217,92,150,9,3,cashless payment,25,2024-01-27
3124,5,43,159,50,5,cashless payment,43,2024-01-25
3125,576,30,28,41,3,cash payment,23,2024-01-11
3126,380,7,96,6,1,in installments,23,2024-01-16
3127,774,21,180,108,4,in installments,23,2024-01-14
3128,899,10,116,198,3,in installments,21,2024-01-15
3129,370,99,68,111,5,in installments,3,2024-01-08
3130,581,13,96,131,3,cash payment,40,2024-01-18
3131,833,72,148,176,4,cashless payment,19,2024-01-25
